,pro ro wnd ec00 mwh/h cet min15 f 2026-01-13T00:00:00+01:00
2026-01-15 06:15:00+01:00,1091.33085467518
2026-01-15 06:30:00+01:00,1072.2972948508066
2026-01-15 06:45:00+01:00,1053.263735026433
2026-01-15 07:00:00+01:00,1034.2301752020594
2026-01-15 07:15:00+01:00,1001.5666250547812
2026-01-15 07:30:00+01:00,968.9030749075031
2026-01-15 07:45:00+01:00,936.2395247602251
2026-01-15 08:00:00+01:00,903.5759746129469
2026-01-15 08:15:00+01:00,861.0737263863078
2026-01-15 08:30:00+01:00,818.5714781596688
2026-01-15 08:45:00+01:00,776.0692299330296
2026-01-15 09:00:00+01:00,733.5669817063906
2026-01-15 09:15:00+01:00,686.2428377783915
2026-01-15 09:30:00+01:00,638.9186938503924
2026-01-15 09:45:00+01:00,591.5945499223933
2026-01-15 10:00:00+01:00,544.2704059943941
2026-01-15 10:15:00+01:00,503.5897650678662
2026-01-15 10:30:00+01:00,462.9091241413383
2026-01-15 10:45:00+01:00,422.2284832148104
2026-01-15 11:00:00+01:00,381.5478422882825
2026-01-15 11:15:00+01:00,354.28830851077623
2026-01-15 11:30:00+01:00,327.02877473327004
2026-01-15 11:45:00+01:00,299.76924095576385
2026-01-15 12:00:00+01:00,272.5097071782576
2026-01-15 12:15:00+01:00,255.93294303802216
2026-01-15 12:30:00+01:00,239.35617889778678
2026-01-15 12:45:00+01:00,222.7794147575514
2026-01-15 13:00:00+01:00,206.20265061731598
2026-01-15 13:15:00+01:00,198.48897389683307
2026-01-15 13:30:00+01:00,190.7752971763501
2026-01-15 13:45:00+01:00,183.06162045586717
2026-01-15 14:00:00+01:00,175.34794373538423
2026-01-15 14:15:00+01:00,171.03502554178513
2026-01-15 14:30:00+01:00,166.72210734818606
2026-01-15 14:45:00+01:00,162.40918915458698
2026-01-15 15:00:00+01:00,158.09627096098788
2026-01-15 15:15:00+01:00,157.4273007407121
2026-01-15 15:30:00+01:00,156.75833052043632
2026-01-15 15:45:00+01:00,156.08936030016054
2026-01-15 16:00:00+01:00,155.42039007988475
2026-01-15 16:15:00+01:00,158.28785112166665
2026-01-15 16:30:00+01:00,161.1553121634485
2026-01-15 16:45:00+01:00,164.02277320523038
2026-01-15 17:00:00+01:00,166.89023424701224
2026-01-15 17:15:00+01:00,171.28394681444118
2026-01-15 17:30:00+01:00,175.67765938187014
2026-01-15 17:45:00+01:00,180.0713719492991
2026-01-15 18:00:00+01:00,184.465084516728
2026-01-15 18:15:00+01:00,186.81908086090613
2026-01-15 18:30:00+01:00,189.1730772050842
2026-01-15 18:45:00+01:00,191.5270735492623
2026-01-15 19:00:00+01:00,193.8810698934404
2026-01-15 19:15:00+01:00,191.83131668224067
2026-01-15 19:30:00+01:00,189.78156347104098
2026-01-15 19:45:00+01:00,187.7318102598413
2026-01-15 20:00:00+01:00,185.68205704864155
2026-01-15 20:15:00+01:00,182.88105034396676
2026-01-15 20:30:00+01:00,180.08004363929197
2026-01-15 20:45:00+01:00,177.27903693461715
2026-01-15 21:00:00+01:00,174.47803022994236
2026-01-15 21:15:00+01:00,175.1723680950559
2026-01-15 21:30:00+01:00,175.8667059601694
2026-01-15 21:45:00+01:00,176.56104382528295
2026-01-15 22:00:00+01:00,177.2553816903965
2026-01-15 22:15:00+01:00,181.93039311526394
2026-01-15 22:30:00+01:00,186.60540454013136
2026-01-15 22:45:00+01:00,191.2804159649988
2026-01-15 23:00:00+01:00,195.95542738986626
2026-01-15 23:15:00+01:00,203.68823540910208
2026-01-15 23:30:00+01:00,211.42104342833792
2026-01-15 23:45:00+01:00,219.1538514475737
2026-01-16 00:00:00+01:00,226.89633052402795
2026-01-16 00:15:00+01:00,237.2864948778439
2026-01-16 00:30:00+01:00,247.67665923165987
2026-01-16 00:45:00+01:00,258.06682358547584
2026-01-16 01:00:00+01:00,268.45698793929176
2026-01-16 01:15:00+01:00,282.17885094428595
2026-01-16 01:30:00+01:00,295.90071394928015
2026-01-16 01:45:00+01:00,309.62257695427434
2026-01-16 02:00:00+01:00,323.34443995926847
2026-01-16 02:15:00+01:00,342.7427310560766
2026-01-16 02:30:00+01:00,362.1410221528848
2026-01-16 02:45:00+01:00,381.53931324969295
2026-01-16 03:00:00+01:00,400.9376043465011
2026-01-16 03:15:00+01:00,427.97175174432243
2026-01-16 03:30:00+01:00,455.00589914214373
2026-01-16 03:45:00+01:00,482.0400465399651
2026-01-16 04:00:00+01:00,509.07419393778645
2026-01-16 04:15:00+01:00,540.8989111082379
2026-01-16 04:30:00+01:00,572.7236282786895
2026-01-16 04:45:00+01:00,604.5483454491409
2026-01-16 05:00:00+01:00,636.3730626195925
2026-01-16 05:15:00+01:00,655.3963983014032
2026-01-16 05:30:00+01:00,674.4197339832139
2026-01-16 05:45:00+01:00,693.4430696650247
2026-01-16 06:00:00+01:00,712.4664053468355
2026-01-16 06:15:00+01:00,708.2023923314104
2026-01-16 06:30:00+01:00,703.9383793159851
2026-01-16 06:45:00+01:00,699.6743663005599
2026-01-16 07:00:00+01:00,695.4103532851348
2026-01-16 07:15:00+01:00,676.7403288185727
2026-01-16 07:30:00+01:00,658.0703043520107
2026-01-16 07:45:00+01:00,639.4002798854486
2026-01-16 08:00:00+01:00,620.7302554188866
2026-01-16 08:15:00+01:00,603.9359348110081
2026-01-16 08:30:00+01:00,587.1416142031296
2026-01-16 08:45:00+01:00,570.3472935952511
2026-01-16 09:00:00+01:00,553.5529729873726
2026-01-16 09:15:00+01:00,544.9445849240092
2026-01-16 09:30:00+01:00,536.3361968606458
2026-01-16 09:45:00+01:00,527.7278087972824
2026-01-16 10:00:00+01:00,519.1194207339189
2026-01-16 10:15:00+01:00,513.0123771590003
2026-01-16 10:30:00+01:00,506.9053335840816
2026-01-16 10:45:00+01:00,500.79829000916294
2026-01-16 11:00:00+01:00,494.6912464342443
2026-01-16 11:15:00+01:00,491.6962319670344
2026-01-16 11:30:00+01:00,488.70121749982445
2026-01-16 11:45:00+01:00,485.7062030326145
2026-01-16 12:00:00+01:00,482.71118856540454
2026-01-16 12:15:00+01:00,482.70552470195327
2026-01-16 12:30:00+01:00,482.699860838502
2026-01-16 12:45:00+01:00,482.6941969750507
2026-01-16 13:00:00+01:00,482.68853311159944
